eth_date,day_id,sinksar_saints_count,tselot_books_count,matched,missing_count,match_rate_percent,missing_saints_list
8-21,231,15,27,2,13,13,ቅዱስ ዮሐንስ (ፍቁረ እግዚእ) (annual) | ቅዱሳት አንስት (ከእግረ መስቀሉ ያልተለዩ) (annual) | 500' ቅዱሳን ባልንጀሮች (በጌታ ስቅለት ጊዜ ከሞት የተነሱ) (annual) | ቅዱሳን ዮሴፍና ኒቆዲሞስ (annual) | ቅዱስ ብሩታዎስ ሐዋርያዊ (annual) | አባ ዕንባቆም ጻድቅ ሰባኬ ሃይማኖት ዘደብረ ሊባኖስ (ኢትዮዽያዊ) (annual) | ቅዱስ አካክሪስ (annual) | ቅዱስ ይወራስ (annual) | አበው ጎርጎርዮሳት (monthly) | አቡነ ምዕመነ ድንግል (monthly) | አቡነ አምደ ሥላሴ (monthly) | አባ አሮን ሶርያዊ (monthly) | አባ መርትያኖስ ጻድቅ (monthly)
8-22,232,11,10,2,9,18,ቅዱስ እለእስክንድሮስ ሊቅ (አርዮስን ያወገዘ) (annual) | አባ ይስሐቅ ጻድቅ (annual) | አባ ማርቆስ ሐዲስ (annual) | አባ ሚካኤል ዘኢየሩሳሌም (annual) | አባ ሚካኤል ዘእስክንድርያ (annual) | ቅዱስ ሉቃስ ወንጌላዊ (monthly) | ቅዱስ ደቅስዮስ (የእመቤታችን ወዳጅ) (monthly) | አባ እንጦንዮስ (አበ መነኮሳት) (monthly) | አባ ዻውሊ የዋህ (monthly)
8-23,233,8,13,2,6,25,ቅዱስ ሮቆ ጻድቅ (በስሙ ለተማጸነ ከወባ በሽታ እንዲጠብቀው ጌታ ቃል ኪዳን ገብቶለታል) (annual) | ቅዱስ ሰሎሞን ንጉሠ እስራኤል (monthly) | አባ ጢሞቴዎስ ገዳማዊ (monthly) | አባ ሳሙኤል (monthly) | አባ ስምዖን (monthly) | አባ ገብርኤል (monthly)
8-24,234,12,12,3,9,25,ቅዱስ ፃና ሰማዕት (annual) | አባ ስንትዩ ሊቀ ዻዻሳት (annual) | አባ ይድራ (annual) | የደብረ ሲና ቅዳሴ ቤት (annual) | ቅዱስ አጋቢጦስ (ጻድቅ ኤዺስቆዾስ) (monthly) | ቅዱስ ሙሴ ፀሊም (monthly) | ቅዱስ ቶማስ ዘመርዐስ (monthly) | ቅዱስ አብላርዮስ ታላቁ (monthly) | አቡነ ዘዮሐንስ ጻድቅ (ኢትዮዽያዊ) (monthly)
8-25,235,11,8,2,9,18,ቅድስት ሣራና ፪ ልጆቿ (ሰማዕታት) (annual) | አቡነ ገብረ ማርያም ጻድቅ-ዘልሆኝ (ኢትዮዽያዊ) (annual) | አባ በብኑዳ ባሕታዊ (annual) | ቅዱስ ቴዎድሮስ መስተጋድል (annual) | ቅድስት ዶራ (annual) | ቅድስት ቴክላ ሐዋርያዊት (monthly) | ቅዱስ አበከረዙን ሰማዕት (monthly) | ቅዱስ ዱማድዮስ ሶርያዊ (monthly) | ቅዱስ አባ አቡፋና ጻድቅ (monthly)
8-26,236,10,3,2,8,20,ቅዱስ ዮሐንስ ሰማዕት (ወልደ ፀራቢ) (annual) | ሰማዕታት (የቅዱስ ሱስንዮስ ማኅበር) (annual) | አባ ሠርጋ (annual) | ቅዱስ ይድራስ (annual) | ቅዱስ ቶማስ ሐዋርያ (monthly) | አቡነ ሐብተ ማርያም ጻድቅ (monthly) | ቅዱሳን ሰማዕታተ ናግራን (monthly) | አቡነ ሰላማ ከሣቴ ብርሃን (monthly)
8-27,237,10,15,3,7,30,ቅድስት ማርታ (የፊቅጦር እናት) (annual) | ብጽዕት እስጢፋና ( በክርስቶስ ስላመነች ከ፪ ሰንጥቀው የገደሏት የ፲፭ ዓመት ብላቴና) (annual) | ቅዱሳን ሳሲማና አባ ኖባ (ሰማዕታት) (annual) | ቅዱስ መቃርስ (የመነኮሳት ሁሉ አለቃ) (monthly) | ቅዱስ ያዕቆብ ዘግሙድ (monthly) | ቅዱስ ገላውዴዎስ ሰማዕት (ንጉሠ ኢትዮዽያ) (monthly) | ቅዱስ ቢፋሞን ጻድቅና ሰማዕት (monthly)
8-28,238,8,3,1,7,12,ቅዱስ ሜልዮስ ዘደብረ ኮራሳን (ጻድቅና ሰማዕት) (annual) | አባ ኢያሱና አባ ዮሴፍ (ደቀ መዛሙርቱ) (annual) | ቅዱስ ብስጣውሮስ ሰማዕት (ተንባላት የገደሉት) (annual) | ቅዱሳን አበው (አብርሃም ይስሐቅና ያዕቆብ) (monthly) | ቅዱስ እንድራኒቆስና ሚስቱ ቅድስት አትናስያ (monthly) | ቅድስት ዓመተ ክ ክርስቶስ (monthly) | ቅዱስ ቴዎድሮስ ሮማዊ (ሰማዕት) (monthly)
8-29,239,9,11,3,6,33,ቅዱስ አርስጦስ ሐዋርያ (ከ፯፪ቱ አርድእት) (annual) | አባ አካክዮስ ዘኢየሩሳሌም (ጻድቅና ንጹሕ) (annual) | አባ ገምሶ ሰማዕት (annual) | ቅድስት አርሴማ ድንግል (monthly) | ቅዱስ ዼጥሮስ ተፍጻሜተ ሰማዕት (monthly) | ቅዱስ ማርቆስ ዘቶርማቅ (monthly)
8-30,240,7,5,2,5,29,ቅዱስ አርስጥቦሎስ (አባቱ) (annual) | ቅድስት ማርያም (እናቱ) (annual) | አባ ሣሉሲ ክቡር (monthly) | ቅዱስ ጐርጐርዮስ ነባቤ መለኮት (monthly) | ቅድስት ሶፍያ ሰማዕት (monthly)
9-1,241,7,26,3,4,43,ቴክታና በጥሪቃ (annual) | አባ ሕርያቆስ ዘሃገረ ብሕንሳ (የእመቤታችንን ቅዳሴ የደረሰበት) (annual) | ቅዱስ በርተሎሜዎስ ሐዋርያ (monthly) | ቅዱስ ሚልኪ ትሩፈ ምግባር (monthly)
9-2,242,9,4,2,7,22,"ቅዱስ ኢዮብ ጻድቅ (የትእግስት አባት) (annual) | አባ ቴዎድሮስ ሊቀ ምኔት (የታላቁ ቅዱስ ዻኩሚስ ደቀ መዝሙርና የአቡነ አረጋዊ ጉዋደኛ) (annual) | ""፳፪"" ሰማዕታት (የአባ ኤሲ ማሕበር) (annual) | ቅዱስ አቤል ጻድቅ (monthly) | ቅዱስ አባ ዻውሊ ገዳማዊ (ታላቁ) (monthly) | ቅዱስ ሳዊሮስ ዘአንጾኪያ (monthly) | አባ ሕርያቆስ ዘሃገረ ብሕንሳ (monthly)"
9-3,243,10,11,4,6,40,ቅዱስ ያሶን ሐዋርያ (ከ፯፪ቱ አርድእት አንዱ) (annual) | አባ ብሶይ ሰማዕት (annual) | ቅዱስ አውሳብዮስ ቀሲስ (annual) | ቡርክት ወለተ ማርያም ንግሥት (የዐፄ ልብነ ድንግል እናት) (annual) | በዓታ ለእግዝእትነ ማርያም ድንግል ወላዲተ አምላክ (monthly) | ቅዱሳን ሊቃነ ካህናት አበው (ዘካርያስና ስምዖን) (monthly)
9-4,244,7,11,5,2,71,ቅዱሳን ሶሲማና ኖዳ ሰማዕታት (የታላቁ ፊቅጦር ተከታዮች የነበሩ) (annual) | ቅድስት ሶፍያ ሰማዕት (monthly)
9-5,245,6,7,1,5,17,ቅዱስ ኤርምያስ ነቢይ (ከታላላቆቹ ነቢያት አንዱ) (annual) | ቅዱስ ዼጥሮስ ሊቀ ሐዋርያት (monthly) | ቅዱስ ዻውሎስ ሐዋርያ (monthly) | ቅዱስ ዮሐኒ ኢትዮዽያዊ (monthly) | ቅዱስ አሞኒ ዘናሒሶ (monthly)
9-6,246,17,11,5,12,29,ቅዱስ አባ መቃርስ ገዳማዊ (annual) | አባ ይስሐቅ ጻድቅ (annual) | ቅድስት ዲላጊና ፬ ሴት ልጆቿ (ሰማዕታት) (annual) | ቅዱስ ዳናስዮስ ሰማዕት (annual) | አባ አሞን ጻድቅ (ዽዽስናን አልፈልግም ብሎ የሸሸ አባት) (annual) | ቅድስት ደብረ ቁስቁዋም (monthly) | አባታችን ኖኅና እናታችን ሐይከል (monthly) | ቅዱስ ባስልዮስ ዘቂሣርያ (monthly) | ቅዱስ ዮሴፍ አረጋዊ (monthly) | ቅድስት ሰሎሜ (monthly) | አባ አርከ ሥሉስ (monthly) | አባ ጽጌ ድንግል (monthly)
9-7,247,4,8,1,3,25,ቅዱስ አትናቴዎስ ሐዋርያዊ (annual) | የባሕታውያን አለቃ ታላቁ አባ ሲኖዳ (ጽንሰቱ) (annual) | አባ ሐርስዮስ ገዳማዊ (annual)
9-8,248,7,3,1,6,14,ቅዱሳን የጌታ ቤተሰብ (መቶ ሃያው) (annual) | ቅዱስ ሙሴ ሊቀ ነቢያት (monthly) | ኪሩቤል (አርባዕቱ እንስሳ) (monthly) | አባ ብሶይ (ቢሾይ) (monthly) | አባ ሳሙኤል ዘደብረ ቀልሞን (monthly) | ቅዱስ ማትያስ ሐዋርያ (ከ፲፪ቱ ሐዋርያት) (monthly)
9-9,249,8,9,3,5,38,"ቅድስት እሌኒ ንግሥት (annual) | ቅዱስ ስልዋኖስ (annual) | አባ በርሱማ ሶርያዊ (ለሶርያ መነኮሳት ኁሉ አባት) (monthly) | ""፫፲፰ቱ"" ቅዱሳን ሊቃውንት (ርቱዐነ ሃይማኖት ዘኒቅያ) (monthly) | የብሔረ ብፁዐን ጻድቃን (monthly)"
9-10,250,11,8,3,8,27,ቅዱስ አብርሃም ጸራቢ (ሰማዕት) (annual) | አባ ሚካኤል ገዳማዊ (annual) | አባ ይስሐቅ ግብጻዊ (annual) | ቅዱስ ናትናኤል ሐዋርያ (monthly) | ቅዱስ ኒቆላዎስ ዘሃገረ ሜራ (monthly) | ቅዱስ ቆስጠንጢኖስ ጻድቅ ንጉሥ (monthly) | ቅዱስ ያዕቆብ ሐዋርያ (ወልደ እልፍዮስ) (monthly) | ቅድስት ዕሌኒ ንግስት (monthly)
9-11,251,13,10,5,8,38,ክርስቲናና ይስሐቅ (የቅዱስ ያሬድ ወላጆች) (annual) | ቅድስት ታውክልያ እናታችን (ንግሥናን ንቃ ሰማዕት የሆነች) (annual) | ቅድስት ኤፎምያ ሰማዕት (annual) | ቅድስት ሶፍያ ሰማዕት (annual) | ቅድስት አናሲማ ገዳማዊት (annual) | አባ በፍኑትዮስ ገዳማዊ (annual) | አባ በኪሞስ ጻድቅ (annual) | ቅዱስ ገላውዴዎስ ሰማዕት (monthly)
9-12,252,6,29,3,3,50,ቅዱስ ዮሐንስ አፈ ወርቅ (የዓለም ሁሉ መምሕር) (annual) | ቅዱስ ማቴዎስ ሐዋርያ (monthly) | ቅዱስ ድሜጥሮስ (monthly)
9-13,253,7,15,3,4,43,"ቅዱስ አርሳንዮስ - አርሳኒ (ጠቢብ ገዳማዊ) (annual) | ""፱፱ኙ"" ነገደ መላዕክት (monthly) | ቅዱስ አስከናፍር (monthly) | ""፲፫ቱ"" ግኁሳን አባቶች (monthly)"
9-14,254,9,2,1,8,11,ቅዱስ አባ ዻኩሚስ (አበ መነኮሳት ሣልሳዊ) (annual) | አባ ሲማኮስ ሰማዕት (annual) | ቅዱስ ገብረ ክርስቶስ መርዓዊ (monthly) | ቅዱስ ፊልዾስ ሐዋርያ (monthly) | ቅዱስ ሙሴ ( የእግዚአብሔር ሰው) (monthly) | አባ ስምዖን ገዳማዊ (monthly) | አባ ዮሐንስ ጻድቅ (monthly) | እናታችን ቅድስት ነሣሒት (monthly)
9-15,255,8,6,3,5,38,ቅዱስ ናትናኤል ሐዋርያ (ቀናተኛው ስምዖን) (annual) | ቅዱስ ቀርጢኖስ ሰማዕት (annual) | ቅዱስ ኤፍሬም ሶርያዊ (አፈ በረከት) (monthly) | ቅድስት እንባ መሪና (monthly) | ቅድስት ክርስጢና (monthly)
9-16,256,10,10,4,6,40,ቅዱስ ኢያሱ ሲራክ ነቢይና ጠቢብ (መጽሐፈ ሲራክን የጻፈ) (annual) | ቅድስት እናታችን ዐስበ ሚካኤል (ኢትዮዽያዊት) (annual) | ቅድስት ኤልሳቤጥ (የመጥምቁ ዮሐንስ እናት) (monthly) | ቅዱስ አኖሬዎስ ንጉሥ ጻድቅ (monthly) | አባ አቡናፍር ገዳማዊ (monthly) | አባ ዳንኤል ጻድቅ (monthly)
9-17,257,10,8,2,8,20,ቅዱስ ኤዺፋንዮስ ሊቅ (ዘደሴተ ቆዽሮስ) (annual) | ቅዱስ ኢላርዮን ገዳማዊ (annual) | አባ ሉክያኖስ ጻድቅ (annual) | ቅዱስ ፊላታዎስ ክርስቲያናዊ (annual) | ቅዱስ ያዕቆብ ሐዋርያ (ወልደ ዘብዴዎስ) (monthly) | ቅዱሳን አበው መክሲሞስና ዱማቴዎስ (monthly) | አባ ዸላሞን ፈላሢ (monthly) | አባ ለትጹን የዋህ (monthly)
9-18,258,7,1,1,6,14,ቅዱሳን ሐዋርያት ወአርድእት (annual) | አባ ገዐርጊ ገዳማዊ (annual) | ቅዱስ ሲኖዳ ሰማዕት (annual) | ቅዱስ ፊልዾስ ሐዋርያ (monthly) | አቡነ አኖሬዎስ ዘደብረ ጽጋጋ (monthly) | ማር ያዕቆብ ግብፃዊ (monthly)
9-19,259,8,9,3,5,38,"አቡነ ብስጣውሮስ ዘሐይቅ እስጢፋኖስ (ኢትዮዽያዊ) (annual) | ቅዱስ ኤስድሮስ ሰማዕት ታላቁ (፯ ጊዜ ሙቶ የተነሳ) (annual) | ""፰0፭,00፯"" ሰማዕታት (በአንድ ቀን ብቻ የተገደሉ) (annual) | አባ ይህሳቅ ገዳማዊ (annual) | አቡነ ስነ ኢየሱስ (monthly)"
9-20,260,10,4,1,9,10,ቅዱስ አፄ ካሌብ (መናኙ ንጉሠ ኢትዮዽያ) (annual) | ቅዱስ አሞንዮስ ገዳማዊ (ታላቁ አሞኒ ዘቶና) (annual) | ቅድስት ሳድዥ የዋሂት (annual) | አባ ሖር ጻድቅ (annual) | አባ ዳርማ ገዳማዊ (annual) | ቅዱስ ዘካርያስ አንጾኪያዊ (annual) | አባ ዘትረ ወንጌል ዘደብረ ሊባኖስ (annual) | ቅዱስ ዮሐንስ ሐፂር (monthly) | ቅዱስ አክሎግ ቀሲስ (monthly)
9-21,261,7,21,0,7,0,ቅድስት ደብረ ምጥማቅ (የእመቤታችን መገለጥ) (annual) | አባ መርትያኖስ ጻድቅ (በዝሙት ላለመሰናከል እግራቸውን በእሳት ያቃጠሉ አባት) (annual) | ቅዱስ አሮን ሶርያዊ (annual) | ቅዱስ አሞጽ ነቢይ (annual) | አበው ጎርጎርዮሳት (monthly) | አቡነ ምዕመነ ድንግል (monthly) | አቡነ አምደ ሥላሴ (monthly)
9-22,262,7,4,1,6,14,ቅዱስ እንድራኒቆስ ሐዋርያ (ከ፯፪ቱ አርድእት) (annual) | ቅዱስ ያዕቆብ ምሥራቃዊ ( ለክርስቶስ የታመነ) (annual) | ቅዱስ ሉቃስ ወንጌላዊ (monthly) | ቅዱስ ደቅስዮስ (የእመቤታችን ወዳጅ) (monthly) | አባ እንጦንዮስ (አበ መነኮሳት) (monthly) | አባ ዻውሊ የዋህ (monthly)
9-23,263,12,13,2,10,17,ቅዱስ ዮልዮስ (ዮልያን) ሐዋርያ (ከ፯፪ቱ አርድእት) (annual) | ቅዱስ አፍሮዲጡ ሐዋርያ (ከ፯፪ቱ አርድእት) (annual) | ቅዱሱ ሕጻን ሰማዕት (annual) | አባ አንስያ ሰማዕት (annual) | ቅዱስ ታኦድራጦስ (annual) | ቅዱስ ሰሎሞን ንጉሠ እስራኤል (monthly) | አባ ጢሞቴዎስ ገዳማዊ (monthly) | አባ ሳሙኤል (monthly) | አባ ስምዖን (monthly) | አባ ገብርኤል (monthly)
9-24,264,12,12,4,8,33,ቅዱስ ዕንባቆም ነቢይ (annual) | ቅዱስ አብቁልታ ሰማዕት (annual) | ቅዱስ አልዓዛር ካህን (የአሮን ልጅ) (annual) | ቅዱስ አጋቢጦስ (ጻድቅ ኤዺስቆዾስ) (monthly) | ቅዱስ ሙሴ ፀሊም (monthly) | ቅዱስ ቶማስ ዘመርዐስ (monthly) | ቅዱስ አብላርዮስ ታላቁ (monthly) | አቡነ ዘዮሐንስ ጻድቅ (ኢትዮዽያዊ) (monthly)
9-25,265,11,8,2,9,18,"እናታችን ቅድስት ሰሎሜ (ከ፫፮ቱ ቅዱሳት አንስት) (annual) | ታላቁ አባ ሔሮዳ ሰማዕት (annual) | ""፴,000"" ሰማዕታት (የአባ ሔሮዳ ማሕበር) (annual) | ቅዱስ አብቁልታ ሰማዕት (annual) | ቅዱስ ቅብዐ ሜሮን (annual) | ቅድስት ቴክላ ሐዋርያዊት (monthly) | ቅዱስ አበከረዙን ሰማዕት (monthly) | ቅዱስ ዱማድዮስ ሶርያዊ (monthly) | ቅዱስ አባ አቡፋና ጻድቅ (monthly)"
9-26,266,6,2,1,5,17,ቅዱስ ቶማስ ሐዋርያ (ከ፲፪ቱ ሐዋርያት) (annual) | ቅድስት አርሶንያ (የቅዱስ ቶማስ ተከታይ) (annual) | አቡነ ሐብተ ማርያም ጻድቅ (annual) | ቅዱሳን ሰማዕታተ ናግራን (monthly) | አቡነ ሰላማ ከሣቴ ብርሃን (monthly)
9-27,267,11,15,2,9,18,ቅዱሳን ሐዋርያት ወአርድእት (annual) | ቅዱስ አልዓዛር ጻድቅ ሐዋርያ (annual) | ቅዱሳት ደናግል ማርያ ወማርታ (annual) | አባ ዮሐንስ ሊቀ ዻዻሳት (annual) | አቡነ መብዐ ፅዮን ጻድቅ (monthly) | ቅዱስ መቃርስ (የመነኮሳት ሁሉ አለቃ) (monthly) | ቅዱስ ያዕቆብ ዘግሙድ (monthly) | ቅዱስ ገላውዴዎስ ሰማዕት (ንጉሠ ኢትዮዽያ) (monthly) | ቅዱስ ቢፋሞን ጻድቅና ሰማዕት (monthly)
9-28,268,10,3,1,9,10,"ቅድስት ዓመተ ክርስቶስ ተጋዳሊት (ገዳማዊት) (annual) | ቅዱስ ኤዺፋንዮስ ሊቅ (ሥጋው ቆዽሮስ የደረሰበት) (annual) | አባ መርቆሬዎስ ገዳማዊ (annual) | አባ ጌርሎስ (ጻድቅና ሰማዕት) (annual) | ""፬፭"" ሰማዕታት (የአባ ጌርሎስ ደቀ መዛሙርት) (annual) | ቅዱስ አጋቦስ ሰማዕት (annual) | ቅዱሳን አበው (አብርሃም ይስሐቅና ያዕቆብ) (monthly) | ቅዱስ እንድራኒቆስና ሚስቱ ቅድስት አትናስያ (monthly) | ቅዱስ ቴዎድሮስ ሮማዊ (ሰማዕት) (monthly)"
9-29,269,10,14,3,7,30,አባ አፍፄ (ከዘጠኙ ቅዱሳን) (annual) | አባ ጉባ (ከዘጠኙ ቅዱሳን) (annual) | አባ ስምዖን ገዳማዊ (በ፯ ዓመታቸው መንነው ለ፰፩ ዓመታት በተጋድሎ የኖሩ ሶርያዊ) (annual) | አባ ይስሐቅ ጻድቅ (annual) | ቅድስት አርሴማ ድንግል (monthly) | ቅዱስ ዼጥሮስ ተፍጻሜተ ሰማዕት (monthly) | ቅዱስ ማርቆስ ዘቶርማቅ (monthly)
9-30,270,9,5,2,7,22,ቅድስት አርዋ እናታችን (annual) | ቅዱስ ቆሮስ ሐዋርያ (annual) | ቅዱስ ዲማዲስ ሰማዕት (annual) | አባ ሚካኤል ሊቀ ዻዻሳት (annual) | አባ ሣሉሲ ክቡር (monthly) | ቅዱስ ጐርጐርዮስ ነባቤ መለኮት (monthly) | ቅድስት ሶፍያ ሰማዕት (monthly)
10-1,271,10,12,3,7,30,ቅዱስ ዮሴፍ ጻድቅ (የያዕቆብ ልጅ) (annual) | እናታችን አስኔት (የቅ/ ዮሴፍ ሚስት) (annual) | ቅዱስ ለውንትዮስ ክቡር ሰማዕት (annual) | ቅዱስ ቢፋሞን ሰማዕት (annual) | ቅዱስ ቆዝሞስ ሰማዕት (annual) | ቅዱስ በርተሎሜዎስ ሐዋርያ (monthly) | ቅዱስ ሚልኪ ትሩፈ ምግባር (monthly)
10-2,272,9,4,2,7,22,ቅዱስ ኤልሳዕ ነቢይ (ፍልሠቱ) (annual) | አባ ቀውስጦስ ኢትዮዽያዊ (annual) | ቅዱስ ኢዮብ ጻድቅ ተአጋሲ (monthly) | ቅዱስ አቤል ጻድቅ (monthly) | ቅዱስ አባ ዻውሊ ገዳማዊ (ታላቁ) (monthly) | ቅዱስ ሳዊሮስ ዘአንጾኪያ (monthly) | አባ ሕርያቆስ ዘሃገረ ብሕንሳ (monthly)
10-3,273,10,11,4,6,40,ቅድስት ማርታ ተሐራሚት (annual) | አቡነ ተጠምቀ መድኅን ጻድቅ (ኢትዮዽያዊ) (annual) | ቅዱስ ኢላርዮን ሰማዕት (annual) | ቅዱስ ኮርዮን ሰማዕት (annual) | በዓታ ለእግዝእትነ ማርያም ድንግል ወላዲተ አምላክ (monthly) | ቅዱሳን ሊቃነ ካህናት አበው (ዘካርያስና ስምዖን) (monthly)
10-4,274,8,9,3,5,38,ቅድስት ሶፍያ ተጋዳሊት ወሰማዕት (annual) | ቅዱስ ሳኑሲ ሰማዕት (annual) | ቅድስት ማርያ ሰማዕት (annual) | ቅዱስ አርቃድዮስና ባልንጀሮቹ (ሰማዕታት) (annual) | ቅዱስ አሞን ሰማዕት (annual)
10-5,275,8,7,1,7,12,ቅዱስ አባ ብሶይ (ኃያል ሰማዕት) (annual) | ቅድስት ማርታ ለባሲተ ክርስቶስ (በቅድስናዋ የተወደሰች በስደት ያረፈች እናት ናት) (annual) | ቅዱስ ያዕቆብ ምሥራቃዊ (annual) | ቅዱስ ቢፋሞን ሰማዕት (annual) | ቅዱስ መቃርስ ሰማዕት (annual) | ቅዱስ መርቆሬዎስና ማሕበሩ (ሰማዕታት) (annual) | ጴጥሮስና ጳውሎስ (monthly)
10-6,276,13,11,3,10,23,"ቅዱስ አባ ቴዎድሮስ ሰማዕት (annual) | አባ ገብረ ክርስቶስ (annual) | ""40"" ሰማዕታት (annual) | ቅድስት ደብረ ቁስቁዋም (monthly) | አባታችን ኖኅና እናታችን ሐይከል (monthly) | ቅዱስ ባስልዮስ ዘቂሣርያ (monthly) | ቅዱስ ዮሴፍ አረጋዊ (monthly) | ቅድስት ሰሎሜ (monthly) | አባ አርከ ሥሉስ (monthly) | አባ ጽጌ ድንግል (monthly)"
10-7,277,11,7,3,8,27,"ቅዱስ ያዕቆብ ዘሥሩግ (annual) | ቅዱስ ቡሩክና አሸናፊ አባ አበስኪሮን (ታላቅ ሰማዕትና ባለ ብዙ ተአምራት) (annual) | ""፲፮,000"" ሰማዕታት (በአንድ ቀን የተገደሉ) (annual) | የእመቤታችን ቤተ ክርስቲያን የተከፈተበት በዓል (ከ፯00 ዓመታት በፊት ምስር (CAIRO) ውስጥ) (annual) | አባ ሲኖዳ (የባሕታውያን አለቃ) (monthly) | አባ ዳንኤል ዘገዳመ ሲሐት (monthly) | አባ ባውላ ገዳማዊ (monthly) | ቅዱስ አትናቴዎስ ሐዋርያዊ (monthly)"
10-8,278,11,3,1,10,9,የእመቤታችን ድንግል ማርያም ቅዳሴ ቤት (annual) | የቅዱስ ውሃ (ጸበል) መታሠቢያ (annual) | ቅድስት ትምዳ እናታችን (annual) | ቅዱስ አውሎጊስ (annual) | አባ አትካሮን (annual) | ቅዱስ ሙሴ ሊቀ ነቢያት (monthly) | ኪሩቤል (አርባዕቱ እንስሳ) (monthly) | አባ ብሶይ (ብሾይ) (monthly) | አባ ሳሙኤል ዘደብረ ቀልሞን (monthly) | ቅዱስ ማትያስ ሐዋርያ (ከ፲፪ቱ ሐዋርያት) (monthly)
10-9,279,9,8,3,6,33,"ቅዱስ ሳሙኤል ነቢይ (annual) | ቅዱስ ሉክያኖስ ሰማዕት (annual) | ቅዱስ ዮሐንስ (annual) | አባ በርሱማ ሶርያዊ (ለሶርያ መነኮሳት ኁሉ አባት) (monthly) | ""፫፲፰ቱ"" ቅዱሳን ሊቃውንት (ርቱዐነ ሃይማኖት ዘኒቅያ) (monthly) | የብሔረ ብፁዐን ጻድቃን (monthly)"
10-10,280,12,6,3,9,25,ቅድስት ቤተ ክርስቲያን (annual) | ቅድስት ሶፍያ ሰማዕት (ከታላላቆቹ ሶፍያዎች አንዷ ናት) (annual) | ቅዱሳት ሰማዕታት ደባሞንና ብስጣሞን (የቅድስት ሶፍያ ልጆች) (annual) | ቅዱስ አውሎጊስ ሰማዕት (annual) | ቅዱስ ዋርስኖፋ ሰማዕት (annual) | ቅዱስ ናትናኤል ሐዋርያ (monthly) | ቅዱስ ኒቆላዎስ ዘሃገረ ሜራ (monthly) | ቅዱስ ያዕቆብ ሐዋርያ (ወልደ እልፍዮስ) (monthly) | ቅድስት ዕሌኒ ንግስት (monthly)
10-11,281,9,10,6,3,67,"""፩,0፰፰"" ሰማዕታት (የቅዱስ ገላውዴዎስ ማኅበር) (annual) | አባ ክርዳኑ ሊቀ ዻዻሳት (annual) | የጌታችን ኢየሱስ ክርስቶስ ቅዳሴ ቤቱ (ግብፅ) (annual)"
10-12,282,13,18,5,8,38,ቅዱስ ባሕራን ቀሲስ (annual) | ቅዱስ እለ እስክንድሮስ ሊቅ (annual) | አባ ዮስጦስ ሊቀ ዻዻሳት (የሐዋርያው ቅዱስ ማርቆስ ደቀ መዝሙር) (annual) | አባ ቄርሎስ ሊቀ ዻዻሳት (annual) | ቅዱስ ማቴዎስ ሐዋርያ (monthly) | ቅዱስ ድሜጥሮስ (monthly) | ቅዱስ ዮሐንስ አፈ ወርቅ (monthly) | ቅድስት ክርስቶስ ሠምራ (monthly)
10-13,283,11,20,4,7,36,"አባ ዮሐንስ ዘኢየሩሳሌም (annual) | አባታችን ቃይናን (ከአዳም ፬ኛ ትውልድ) (annual) | አባ ማትያን ጻድቅ (ስደተኛው አባት) (annual) | ""፱፱ኙ"" ነገደ መላዕክት (monthly) | ቅዱስ አስከናፍር (monthly) | ""፲፫ቱ"" ግኁሳን አባቶች (monthly) | ቅዱስ አርሳንዮስ ጠቢብ ገዳማዊ (monthly)"
10-14,284,8,2,1,7,12,ቅዱሳን አበው ሰማዕታት (አባ አክራ አባ ዮሐንስ አባ አብጥልማ አባ ፊልጶስ) (annual) | ቅዱስ ገብረ ክርስቶስ መርዓዊ (monthly) | ቅዱስ ፊልጶስ ሐዋርያ (monthly) | ቅዱስ ሙሴ ( የእግዚአብሔር ሰው) (monthly) | አባ ስምዖን ገዳማዊ (monthly) | አባ ዮሐንስ ጻድቅ (monthly) | እናታችን ቅድስት ነሣሒት (monthly)
10-15,285,5,6,2,3,40,ቅዱስ ኤፍሬም ሶርያዊ (አፈ በረከት) (monthly) | ቅድስት እንባ መሪና (monthly) | ቅድስት ክርስጢና (monthly)
10-16,286,10,3,3,7,30,አባ አቡናፍር ገዳማዊ (ስም አጠራሩ የከበረ ሽምግልናው ያማረ አባት) (annual) | አበው ቅዱሳን ባሕታውያን (annual) | የእግዚአብሔር መልአክ ለዮሴፍ በሕልም ከግብጽ እንዲመለስ የነገረበት (ተዝካረ ሚጠታ ለእግዝእትነ ማርያም ) (annual) | አፄ ይኩኖ አምላክ (ንጉሠ ኢትዮጵያ) (annual) | ቅድስት ኤልሳቤጥ (የመጥምቁ ዮሐንስ እናት) (monthly) | ቅዱስ አኖሬዎስ ንጉሥ ጻድቅ (monthly) | አባ ዳንኤል ጻድቅ (monthly)
10-17,287,9,11,4,5,44,አባ ለትጹን ዐቢይ ወየዋሕ (annual) | አባ ዸላሞን ፈላሲ (annual) | ቅዱስ ያዕቆብ ሐዋርያ (ወልደ ዘብዴዎስ) (monthly) | ቅዱሳን አበው መክሲሞስና ዱማቴዎስ (monthly) | ቅዱስ ኤዺፋንዮስ ሊቅ (ዘደሴተ ቆዽሮስ) (monthly)
